_id,barcode,category,categoryCode,cpg,name,topBrand,brandCode
5dc03596a60b873d6b0666cd,511111506249,Breakfast & Cereal,,Cogs,Frosted Cheeriosâ„¢,,FROSTED CHEERIOS
5f494c5f04db711dd8fe87e6,511111916161,Baking,BAKING,Cogs,test brand @1598639199674,,TEST BRANDCODE @1598639199674
5332f772e4b03c9a25efd125,511111103653,,,Cpgs,Gold Medal,,
59dfaad1e4b0a56a2fa69abc,511111100621,Baking,,Cogs,GODIVA Instant Pudding Mix,False,GODIVA DRY PACKAGED DESSERTS
5daf33e71dda2c3e1416ae93,511111305910,Snacks,,Cogs,LÃ„RABARâ„¢,,LARABAR
5f35a0babe37ce6853cff1ff,511111115366,Baking,BAKING,Cogs,test brand @1597350074333,,TEST BRANDCODE @1597350074333
5fd29590be37ce38bbbefb28,511111718079,Baking,BAKING,Cogs,test brand @1607636368717,False,TEST BRANDCODE @1607636368717
5fd3acb6be37ce0d9386bb40,511111818182,Baking,BAKING,Cogs,test brand @1607707830095,False,TEST BRANDCODE @1607707830095
5bd200a6965c7d66d92731ea,511111504627,Household,,Cogs,Cottonelle,False,COTTONELLE
585a9675e4b03e62d1ce0e7f,511111301691,Beverages,,Cogs,Izze,False,IZZE
5887a17ee4b02187f85cdad3,511111101178,Beverages,,Cogs,Mio,False,MIO
5332f765e4b03c9a25efd11f,511111503699,,,Cpgs,Glaceau vitaminwater,,
5d66d94d6d5f3b6188d4f04b,511111505365,Magazines,,Cogs,Magnolia Journal Magazine,,511111505365
5d66d2fd6d5f3b6188d4f045,511111405252,Magazines,,Cogs,American Patchwork & Quilting Magazine,,QUILTING SPECIAL EDITION
5332f5f3e4b03c9a25efd0ad,511111104025,,,Cpgs,Gree Giant,,
5fa1c567be37ce402c4618f1,511111317203,Baking,BAKING,Cogs,test brand @1604437351617,False,TEST BRANDCODE @1604437351617
5a5d1e76e4b0db471c2d0425,511111900337,Beer Wine Spirits,,Cogs,Herman Joseph's,,HERMAN
55b630d9e4b0d8e685c1421f,511111302629,,,Cogs,Sundrop,,
5d602d9d6d5f3b23d1bc7907,511111704935,Beverages,,Cogs,Kevita Sparkling Drinks,,KEVITA
57ebbf75e4b0ac389136a32f,511111902188,Frozen,,Cogs,Delimex,False,DELIMEX
5d2f68d96d5f3b107e208da4,511111004844,Personal Care,,Cogs,THE RIGHT TO SHOWER,,THE RIGHT TO SHOWER
592486bde410d61fcea3d124,511111100904,Personal Care,,Cogs,CARESS,False,CARESS
5f16f536be37ce2b30061e27,511111115083,Baking,BAKING,Cogs,test brand @1595340086044,,TEST BRANDCODE @1595340086044
5332f6ede4b03c9a25efd0e5,511111603870,,,Cpgs,Blue Bunny,,
5332fa05e4b03c9a25efd1d6,511111103141,,,Cpgs,Krave,,
5f3d6f44be37ce4ddbb1bb3e,511111315513,Baking,BAKING,Cogs,test brand @1597861700968,,TEST BRANDCODE @1597861700968
5c76d3cd95144c5375687b4f,511111106876,Grocery,,Cogs,DASH-2249 Brand1,True,TEST BRAND CODE
5f3ff223be37ce1c81aa1e11,511111115649,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1598026275245,,TEST BRANDCODE @1598026275245
5a8c36dbe4b0ccf165fac9e9,511111204206,Canned Goods & Soups,,Cogs,Swanson,False,SWANSON
55b630e1e4b0d8e685c14220,511111102618,,,Cogs,A&W Rootbeer,,
5f3ff222be37ce1c81aa1e0f,511111415626,Baking,BAKING,Cogs,test brand @1598026274668,,TEST BRANDCODE @1598026274668
5c76db7295144c5375687b50,511111306887,Frozen,,Cogs,DASH-2249 Brand2,False,DASH-2249 1
5da609991dda2c3e1416ae90,511111805854,Health & Wellness,,Cogs,ONE A DAYÂ® WOMENS,False,511111805854
5afda575e4b0c11cfecd49f9,511111104537,Snacks,,Cogs,Kettle Brand,False,KETTLE BRAND
5ab154dde4b0915382df761f,511111404392,Canned Goods & Soups,,Cogs,Campbell's Soup at Hand,False,CAMPBELLS SOUP AT HAND 
5f3e9195be37ce5a0e01b960,511111615583,Baking,BAKING,Cogs,test brand @1597936021514,,
5fb82faebe37ce522e165ce9,511111117841,Grocery,GROCERY,Cogs,Rainbo,False,RAINBO
57e58157e4b0ac389136a30a,511111602279,Beer Wine Spirits,,Cogs,Crispin Cider Company,False,CRISPIN
5fd3acb6be37ce0d9386bb41,511111318194,Baking,BAKING,Cogs,test brand @1607707830137,False,TEST BRANDCODE @1607707830137
5e90a545ee7f2d70340f40d7,511111114413,Health & Wellness,HEALTHY_AND_WELLNESS,Cogs,ClaritinÂ®,False,CLARITINÂ®
5daf5e94a60b87376833e362,511111706045,Breakfast & Cereal,,Cogs,Cookie Crispâ„¢,,COOKIE CRISP
5fb2852cbe37ce522e165caf,511111717317,Baking,BAKING,Cogs,test brand @1605535020441,False,TEST BRANDCODE @1605535020442
5332f743e4b03c9a25efd109,511111903789,Snacks,,Cpgs,Keebler,,
5fa98944be37ce239d107100,511111417262,Baking,BAKING,Cogs,test brand @1604946244750,False,TEST BRANDCODE @1604946244750
5afda65de4b0c11cfecd49fb,511111004561,Snacks,,Cogs,SNYDERS OF HANOVER,False,SNYDERS OF HANOVER
5332fa7ee4b03c9a25efd230,511111702894,,,Cpgs,Powerade,,
57ebbfafe4b0ac389136a332,511111002154,Condiments & Sauces,,Cogs,Good Seasons,False,GOOD SEASONS
5f493682be37ce52f8314fce,511111115922,Baking,BAKING,Cogs,test brand @1598633602279,,TEST BRANDCODE @1598633602279
57ace91ae4b057c992a316ac,511111602552,,,Cpgs,Pizza Pizza Pizza,,
5a5d2431e4b06ba572cf24a1,511111200246,Beer Wine Spirits,,Cogs,Revolver,,REVOLVER
57e5810ce4b0ac389136a307,511111802280,Beer Wine Spirits,,Cogs,Keystone Light,False,KEYSTONE LIGHT
5332f5f2e4b03c9a25efd0ab,511111604037,,,Cpgs,Our Family,,
5db9f9cca60b87376833e36b,511111806226,Snacks,,Cogs,Fruit Roll-Upsâ„¢,,BETTY CROCKER FRUIT ROLL UPS
5fd2a0c0be37ce49eb72c0f4,511111118169,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1607639232356,False,TEST BRANDCODE @1607639232356
5aa1b41de4b086c8aad5e096,511111304265,Condiments & Sauces,,Cogs,MOMOFUKU Sauce,False,MOMOFUKU
592486bee410d61fcea3d136,511111500735,Frozen,,Cogs,POPSICLE,False,POPSICLE
5332f603e4b03c9a25efd0be,511111103936,Beverages,,Cpgs,Mug Root Beer,False,MUG Root Beer
5afda699e4b0c11cfecd49fd,511111704584,Snacks,,Cogs,Tom's,False,TOMS
5fc54c0bbe37ce1911dbb3b5,511111017899,Baking,BAKING,Cogs,test brand @1606765579244,False,TEST BRANDCODE @1606765579244
5f358338be37ce443bf9d55b,511111715320,Baking,BAKING,Cogs,test brand @1597342520305,,TEST BRANDCODE @1597342520305
592486bfe410d61fcea3d137,511111000723,Dairy,,Cogs,PROMISE,,PROMISE
5a4d2295e4b0d5c3fd86b679,511111200529,Snacks,,Cogs,OFF THE EATEN PATH,,OFF THE EATEN PATH
5f628216be37ce78e6e2efaf,511111116684,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1600291350125,,TEST BRANDCODE @1600291350125
5332f9fce4b03c9a25efd1cd,511111003199,,,Cpgs,Honey Smacks,,
5f9770bfbe37ce03d08a2d85,511111117070,Baking,BAKING,Cogs,test brand @1603760319758,,TEST BRANDCODE @1603760319758
57ebc293e4b0ac389136a345,511111301974,Frozen,,Cogs,Nancy's,False,NANCY'S
5f513e9ebe37ce21f1287c00,511111816492,Baking,BAKING,Cogs,test brand @1599159966676,,
5332f7b8e4b03c9a25efd145,511111903413,,,Cogs,Stella Artois,,
5ab153fee4b0915382df761e,511111704379,Canned Goods & Soups,,Cogs,Campbell's Chunky Maxx,False,CAMPBELLS CHUNKY MAXX
5aa1b5b9e4b05a92fc9b1631,511111004288,Condiments & Sauces,,Cogs,FOOD NETWORK KITCHEN INSPIRATIONS,False,FOOD NETWORK KITCHEN INSPIRATIONS
5f3e9172be37ce5a0e01b954,511111215547,Baking,BAKING,Cogs,test brand @1597935986390,,TEST BRANDCODE @1597935986390
5f4936ddbe37ce52f8314fdc,511111015970,Baking,BAKING,Cogs,test brand @1598633693744,,TEST BRANDCODE @1598633693744
57c0829ce4b0718ff5fcb03a,511111002437,,,Cpgs,Victoria,,
5a4d244ae4b0bcb2c74ea77f,511111500506,Snacks,,Cogs,SABRITAS,,SABRITAS
57ebbfa1e4b0ac389136a330,511111702177,Beverages,,Cogs,Gevalia,False,GEVALIA KAFFE
5f43faabbe37ce3ef3fd3715,511111115717,Baking,BAKING,Cogs,test brand @1598290603501,,TEST BRANDCODE @1598290603501
59d550f4e4b090070b009534,511111600633,Dairy,,Cogs,"O, That's Good!",False,O THAT'S GOOD
585a9645e4b03e62d1ce0e79,511111801757,Snacks,,Cogs,Chester's,True,CHESTER'S
585a968ee4b03e62d1ce0e82,511111101666,Snacks,,Cogs,Miss Vickies,,MISS VICKIE'S
5d2f6b82a3a01810a2174aed,511111704867,Condiments & Sauces,,Cogs,SIR KENSINGTON'S,,SIR KENSINGTON'S
5fa98944be37ce239d1070fe,511111217251,Baking,BAKING,Cogs,test brand @1604946244133,False,
5332f9f2e4b03c9a25efd1c8,511111803232,,,Cpgs,Crispix,,
55a41b55e4b0d0a65b3692ef,511111502708,,,Cpgs,NessAlla,,
5887a372e4b02187f85cdad9,511111001119,Snacks,,Cogs,Doritos,True,DORITOS
57ed0697e4b072ac2294b8f2,511111101895,Condiments & Sauces,,Cogs,A.1.,True,A.1.
55b630c2e4b0d8e685c1421d,511111002642,,,Cpgs,RC Cola,,
5332f605e4b03c9a25efd0c0,511111403913,,,Cogs,Amp,,
5f43faabbe37ce3ef3fd3716,511111315728,Baking,BAKING,Cogs,test brand @1598290603587,,TEST BRANDCODE @1598290603587
5d66de49a3a018093ab3472a,511111505433,Beverages,,Cogs,Looza Fruit Juices,,LOOZA JUICES
5da605dc1dda2c3e1416ae83,511111005582,Health & Wellness,,Cogs,AleveÂ®,,ALEVE
5e3876bfee7f2d697e835bd3,511111613961,Beauty,,Cogs,Soft-Sheen Carson - Hair Color,,SOFT-SHEEN CARSON - HAIR COLOR
5fa98945be37ce239d107104,511111217305,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1604946245498,False,TEST BRANDCODE @1604946245499
57ebc11fe4b0ac389136a33a,511111802075,Baking,,Cogs,Kraft Caramels,False,
5f494c5f04db711dd8fe87e5,511111716150,Baking,BAKING,Cogs,test brand @1598639199117,,TEST BRANDCODE @1598639199117
5bd201a990fa074576779a19,511111104698,Baby,,Cogs,Pull-Ups,False,PULL UPS
5fb2852cbe37ce522e165cb1,511111417330,Baking,BAKING,Cogs,test brand @1605535020629,False,TEST BRANDCODE @1605535020629
5332f60ce4b03c9a25efd0c3,511111303893,Beverages,,Cogs,Brisk Iced Tea,False,BRISK
5a7e0604e4b0aedb3b84afd3,511111504139,Beverages,,Cogs,Chris Brand XYZ,,CHRISXYZ
5332f9f2e4b03c9a25efd1c7,511111003243,,,Cpgs,All-Bran,,
57ebbd44e4b0ac389136a32d,511111002208,Condiments & Sauces,,Cogs,Bull's Eye,False,BULL'S-EYE
592486bee410d61fcea3d12f,511111600794,Frozen,,Cogs,KLONDIKE,False,KLONDIKE
592486bee410d61fcea3d12a,511111600848,Frozen,,Cogs,FRUTTARE,,FRUTTARE
5da60576a60b87376833e349,511111305569,Health & Wellness,,Cogs,AFRINÂ® NO DRIP PUMP MISTS,,511111305569
5332f5f5e4b03c9a25efd0b0,511111404002,,,Cpgs,Betty Crocker,,
580dff9fe4b0f32b2de21382,511111701859,Baking,,Cogs,Knox Gelatin,False,KNOX
5da608131dda2c3e1416ae8a,511111505716,Health & Wellness,,Cogs,ClaritinÂ® ADULTS,,511111505716
588b9f8fe4b02187f85cdada,511111501107,Snacks,,Cogs,Planters,False,PLANTERS
592486bde410d61fcea3d127,511111800873,Personal Care,PERSONAL_CARE,Cogs,DEGREE,False,DEGREE
5a4d23dae4b0bcb2c74ea77e,511111000518,Beverages,,Cogs,Caleb's Kola,False,CALEB'S KOLA
5d66dc946d5f3b6188d4f04e,511111305408,Beverages,,Cogs,Lemon Lemon Sparkling Drinks,,LEMON LEMON
592486bfe410d61fcea3d140,511111300656,Personal Care,PERSONAL_CARE,Cogs,VASELINE,False,VASELINE
5d658ff3a3a018514994f432,511111005216,Magazines,,Cogs,Cooking Light Magazine,,511111005216
5fcda494be37ce688e08b0cc,511111817932,Baking,BAKING,Cogs,test brand @1607312532178,False,TEST BRANDCODE @1607312532178
5ef4f667be37ce2efae842ea,511111715047,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Cogs,Pinesol,,PINESOL
55b6308ee4b0d8e685c1421a,511111202677,,,Cogs,Snapple,,
5332f760e4b03c9a25efd11b,511111603719,,,Cpgs,Honest Ade,,
5f16f536be37ce2b30061e29,511111215103,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1595340086791,,TEST BRANDCODE @1595340086791
5d642dbfa3a018514994f42e,511111005148,Magazines,,Cogs,Shape,,511111005148
5e3875d2ee7f2d697e835bce,511111013914,Beauty,,Cogs,Essie,,ESSIE
5332f9f3e4b03c9a25efd1c9,511111303220,,,Cpgs,Pop-tarts,,
5c45f91b87ff3552f950f027,511111204923,Grocery,,Cogs,Brand1,True,0987654321
58861c7d4e8d0d20bc42c4d6,511111601449,Snacks,,Cogs,Jell-O Refrigerated Pudding & Gelatin,False,
55b630fde4b0d8e685c14223,511111502586,,,Cogs,Diet Dr. Pepper,,
5ab158e8e4b0915382df7622,511111404446,Canned Goods & Soups,,Cogs,Campbell's Well Yes!,False,CAMPBELLS WELL YES
5fcda494be37ce688e08b0cf,511111717966,Baking,BAKING,Cogs,test brand @1607312532304,False,TEST BRANDCODE @1607312532304
5f3ff222be37ce1c81aa1e0e,511111215615,Baking,BAKING,Cogs,test brand @1598026274643,,TEST BRANDCODE @1598026274643
5f772952be37ce6b592e90d2,511111816775,Baking,BAKING,Cogs,test brand @1601644881995,,TEST BRANDCODE @1601644881995
5fa1c568be37ce402c4618f6,511111717249,Baking,BAKING,Cogs,test brand @1604437352935,False,
5fb82236be37ce522e165cdf,511111217749,,,Cogs,Beef Steak,False,BEEF STEAK
5a02188be4b00d6a5ccb394d,511111300588,Beauty,,Cogs,POND'S,False,POND'S
5e387617ee7f2d697e835bd0,511111713937,Beauty,,Cogs,Lâ€™Oreal Paris - Cosmetics,,Lâ€™OREAL PARIS - COSMETICS
57ebc2ace4b0ac389136a346,511111801962,Deli,,Cogs,P3,False,
5da6094ca60b87376833e357,511111605829,Health & Wellness,,Cogs,ONE A DAYÂ® MENS,,511111605829
5f16f536be37ce2b30061e28,511111615095,Baking,BAKING,Cogs,test brand @1595340086078,,TEST BRANDCODE @1595340086078
5f872b84be37ce66db5dd97a,511111917045,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1602694020787,,TEST BRANDCODE @1602694020787
585a9726e4b03e62d1ce0e95,511111501497,Beverages,,Cogs,Tazo,,
5f7ba645be37ce23081c528d,511111516910,Baking,BAKING,Cogs,test brand @1601939013649,,TEST BRANDCODE @1601939013649
5332f7d3e4b03c9a25efd14e,511111803393,Snacks,,Cpgs,Cheez-It,,
5f504acabe37ce0b793c9418,511111316480,Baking,BAKING,Cogs,test brand @1599097546963,,
5afda3a8e4b03bf01c2a2967,511111604525,Snacks,,Cogs,Snack Factory,False,SNACK FACTORY
57c08294e4b0718ff5fcb039,511111202448,,,Cpgs,Jupiler,,
5332f77ce4b03c9a25efd12a,511111703617,,,Cpgs,Gardetto's,,
5332f9ede4b03c9a25efd1c2,511111403289,,,Cpgs,Danimals,,
58861c7e4e8d0d20bc42c4e2,511111201403,Beer Wine Spirits,,Cogs,Miller 64,False,MILLER64
592486bee410d61fcea3d12d,511111700814,Dairy,,Cogs,I CAN'T BELIEVE IT'S NOT BUTTER!,,I CAN'T BELIEVE IT'S NOT BUTTER!
5da608dfa60b87376833e354,511111805786,Health & Wellness,,Cogs,ONE A DAYÂ® ENERGY ,,511111805786
5ffe3a87be37ce7aab2d4fd9,511111419532,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1610496647142,False,TEST BRANDCODE @1610496647142
5ffe3a87be37ce7aab2d4fdb,511111619543,Baking,BAKING,Cogs,test brand @1610496647311,False,
5ffe3a86be37ce7aab2d4fd7,511111719519,Baking,BAKING,Cogs,test brand @1610496646289,False,TEST BRANDCODE @1610496646289
5fff3a7abe37ce2bb793010e,511111119555,Baking,BAKING,Cogs,test brand @1610562170795,False,
5ffe3a86be37ce7aab2d4fd8,511111919520,Baking,BAKING,Cogs,test brand @1610496646345,False,TEST BRANDCODE @1610496646345
5ffe3a86be37ce7aab2d4fd6,511111219507,Baking,BAKING,Cogs,test brand @1610496646232,False,TEST BRANDCODE @1610496646232
5ffe35eabe37ce5e01754c47,511111219385,Baking,BAKING,Cogs,test brand @1610495466218,False,TEST BRANDCODE @1610495466218
5ffe347ebe37ce5e01754c3f,511111119326,Baking,BAKING,Cogs,test brand @1610495102462,False,TEST BRANDCODE @1610495102462
5ffe35eabe37ce5e01754c48,511111719397,Baking,BAKING,Cogs,test brand @1610495466250,False,TEST BRANDCODE @1610495466250
57ebc28be4b0ac389136a344,511111501985,Condiments & Sauces,,Cogs,Miracle Whip,False,KRAFT MIRACLE WHIP
58b59989e4b0857c2ddb7255,511111400998,Beer Wine Spirits,,Cogs,Redd's Wicked,False,
5f403232be37ce5f78d9ed19,511111015697,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1598042674173,,TEST BRANDCODE @1598042674173
5f493e72be37ce64d0ae36c4,511111216094,Baking,BAKING,Cogs,test brand @1598635634796,,TEST BRANDCODE @1598635634796
5a5d257fe4b06ba572cf24a3,511111300212,Beer Wine Spirits,,Cogs,Sheaf Stout,,SHEAF STOUT
585a963ce4b03e62d1ce0e78,511111001768,Snacks,,Cogs,Cheetos,True,CHEETOS
5fb82a68be37ce522e165ce6,511111217817,Grocery,GROCERY,Cogs,Nature's Harvest,False,NATURES HARVEST
5d6415d5a3a018514994f429,511111605058,Magazines,,Cogs,Health Magazine,,511111605058
5332fa7ae4b03c9a25efd229,511111402961,,,Cpgs,Fanta,,
5f494c5e04db711dd8fe87e4,511111216148,Baking,BAKING,Cogs,test brand @1598639198570,,TEST BRANDCODE @1598639198570
5f772951be37ce6b592e90d0,511111316763,Baking,BAKING,Cogs,test brand @1601644881253,,
5f504ac2be37ce0b793c9415,511111616467,Baking,BAKING,Cogs,test brand @1599097538609,,TEST BRANDCODE @1599097538609
5bd201cc965c7d66d92731ee,511111704706,Household,,Cogs,Scott,False,SCOTT
5fd2a0bfbe37ce49eb72c0f1,511111218135,Baking,BAKING,Cogs,test brand @1607639231674,False,TEST BRANDCODE @1607639231674
5daf3507a60b87376833e35c,511111505921,Health & Wellness,,Cogs,EPICâ„¢,,EPIC
58861c7e4e8d0d20bc42c4de,511111901426,Beer Wine Spirits,,Cogs,Grolsch Lager,False,GROLSCH
5f9770c0be37ce03d08a2d88,511111417101,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1603760320407,,TEST BRANDCODE @1603760320407
5a5e32c3e4b06ba572cf24aa,511111400042,Beer Wine Spirits,,Cogs,Magnum,,MAGNUM
5f99f71bbe37ce13da9eade9,511111817147,Baking,BAKING,Cogs,test brand @1603925787411,,TEST BRANDCODE @1603925787411
5ffe35eabe37ce5e01754c4a,511111819417,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1610495466861,False,TEST BRANDCODE @1610495466861
5ffe3682be37ce5e01754c55,511111519430,Baking,BAKING,Cogs,test brand @1610495618015,False,
5ffe347ebe37ce5e01754c41,511111819349,Baking,BAKING,Cogs,test brand @1610495102526,False,TEST BRANDCODE @1610495102526
5ffe347ebe37ce5e01754c40,511111619338,Baking,BAKING,Cogs,test brand @1610495102491,False,TEST BRANDCODE @1610495102491
5ffe3480be37ce5e01754c44,511111519362,Baking,BAKING,Cogs,test brand @1610495104441,False,
5ffe35eabe37ce5e01754c46,511111019374,Baking,BAKING,Cogs,test brand @1610495466174,False,TEST BRANDCODE @1610495466175
5ffe35f9be37ce5e01754c4c,511111019428,Baking,BAKING,Cogs,test brand @1610495481412,False,
5ffe347fbe37ce5e01754c42,511111319351,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1610495103255,False,TEST BRANDCODE @1610495103255
5ffe35eabe37ce5e01754c49,511111319405,Baking,BAKING,Cogs,test brand @1610495466285,False,TEST BRANDCODE @1610495466285
5ff768e3be37ce1e961f32a0,511111118886,Baking,BAKING,Cogs,test brand @1610049763071,False,
5ff768d4be37ce1e961f329b,511111718840,Baking,BAKING,Cogs,test brand @1610049748118,False,TEST BRANDCODE @1610049748118
5ff768d4be37ce1e961f329d,511111418863,Baking,BAKING,Cogs,test brand @1610049748181,False,TEST BRANDCODE @1610049748181
5ff768d4be37ce1e961f329c,511111218852,Baking,BAKING,Cogs,test brand @1610049748154,False,TEST BRANDCODE @1610049748154
5ff768d4be37ce1e961f329e,511111918875,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1610049748724,False,TEST BRANDCODE @1610049748724
5ff77857be37ce58ce50083a,511111618898,Baking,BAKING,Cogs,test brand @1610053719706,False,TEST BRANDCODE @1610053719707
5fd7f2b3be37ce733975586c,511111518327,Baking,BAKING,Cogs,test brand @1607987891932,False,TEST BRANDCODE @1607987891932
5fd7f2b3be37ce733975586b,511111318316,Baking,BAKING,Cogs,test brand @1607987891893,False,TEST BRANDCODE @1607987891893
5fd7f2b3be37ce733975586a,511111818304,Baking,BAKING,Cogs,test brand @1607987891852,False,TEST BRANDCODE @1607987891852
5fd7f2b8be37ce733975586f,511111218340,Baking,BAKING,Cogs,test brand @1607987896065,False,
5fd7f2b4be37ce733975586d,511111018339,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1607987892540,False,TEST BRANDCODE @1607987892541
5fd3acb6be37ce0d9386bb3f,511111618171,Baking,BAKING,Cogs,test brand @1607707829961,False,TEST BRANDCODE @1607707829962
5332fa7be4b03c9a25efd22b,511111702948,,,Cpgs,Diet Cherry Coke,,
58861c7e4e8d0d20bc42c4e0,511111701415,Beer Wine Spirits,,Cogs,Killians,False,KILLIAN'S
5332f775e4b03c9a25efd127,511111403630,,,Cpgs,Cheerios,,
581ce962e4b058c71f74c443,511111301813,,,Cpgs,.,,
5332fa08e4b03c9a25efd1d8,511111903130,,,Cpgs,Frosted Flakes,,
5f3d6f44be37ce4ddbb1bb3b,511111715481,Baking,BAKING,Cogs,test brand @1597861700880,,TEST BRANDCODE @1597861700880
5f628235be37ce78e6e2efb1,511111616696,Baking,BAKING,Cogs,test brand @1600291381675,,
58b5988ce4b0857c2ddb7252,511111301028,Beer Wine Spirits,,Cogs,Henry's Hard Sparkling,False,
5f3ff200be37ce1c81aa1e0b,511111115595,Baking,BAKING,Cogs,test brand @1598026240846,,
57ebc125e4b0ac389136a33b,511111302063,Grocery,,Cogs,Kraft Macaroni & Cheese,False,
5332f7c8e4b03c9a25efd148,511111403401,,,Cpgs,Cascadian Farm,,
57ebc2c8e4b0ac389136a349,511111901938,Grocery,,Cogs,Shake N' Bake,False,KRAFT SHAKE 'N BAKE
588ba032e4b02187f85cdadc,511111401087,Condiments & Sauces,,Cogs,HP Sauce,False,HP
5f493665be37ce52f8314fca,511111815891,Baking,BAKING,Cogs,test brand @1598633573683,,
5dc0773ea60b873d6b0666ce,511111206262,Breakfast & Cereal,,Cogs,Drumstickâ„¢ Cereal,,DRUMSTICK CEREAL
5da60649a60b87376833e34b,511111105602,Health & Wellness,,Cogs,ALEVEÂ® D SINUS & COLD,,ALEVE D SINUS & COLD
580dff84e4b0f32b2de2137f,511111601883,Dairy,,Cogs,Cheez Whiz,False,CHEEZ WHIZ
5fcff305be37ce6d53dfc688,511111818021,Candy & Sweets,CANDY_AND_SWEETS,Cogs,test brand @1607463685522,False,TEST BRANDCODE @1607463685522
